name,eqdep(average_rating),eqdep(year_published),eqdep(min_players),eqdep(max_players),eqdep(playingtime),id,year_published,min_players,max_players,playingtime,min_age,users_rated,average_rating,rating_stddev,num_owned,num_trading,num_wanting,num_wishing,num_comments,spiel_nominee,categories 1010,categories 1035,categories 1047,categories 1039,categories 1040,categories 1030,categories 1090,categories 1019,categories 1049,categories 1023,categories 1002,categories 1024,categories 1093,categories 1050,categories 1055,categories 1079,categories 1031,categories 1025,categories 2726,categories 1026,categories 1001,categories 1015,categories 1065,categories 1116,categories 1046,categories 1017,categories 1020,categories 1008,categories 1048,categories 1016,categories 1038,categories 1086,categories 1064,categories 1037,categories 1009,categories 1104,categories 1115,categories 1070,categories 2650,categories 1094,categories 1120,categories 1051,categories ?,categories 2725,categories 1052,categories 1021,categories 2481,categories 1044,categories 1101,categories 1117,categories 1011,categories 1075,categories 1119,categories 1029,categories 1022,categories 1089,categories 1084,categories 1113,categories 1027,categories 1069,categories 1034,categories 1097,categories 1041,categories 1045,categories 1098,categories 1082,categories 1032,categories 1054,categories 1072,categories 1109,categories 1028,categories 1091,categories 1081,categories 1033,categories 1108,categories 1059,categories 1088,categories 1013,categories 1102,categories 1036,categories 2710,categories 1118,categories 2145,categories 1042,mechanics 2018,mechanics 2072,mechanics 2011,mechanics 2028,mechanics 2035,mechanics 2015,mechanics 2001,mechanics 2012,mechanics 2017,mechanics 2026,mechanics 2016,mechanics 2070,mechanics ?,mechanics 2019,mechanics 2046,mechanics 2040,mechanics 2078,mechanics 2009,mechanics 2008,mechanics 2057,mechanics 2004,mechanics 2080,mechanics 2081,mechanics 2002,mechanics 2020,mechanics 2676,mechanics 2007,mechanics 2048,mechanics 2014,mechanics 2013,mechanics 2689,mechanics 2021,mechanics 2041,mechanics 2043,mechanics 2027,mechanics 2079,mechanics 2005,mechanics 2023,mechanics 2055,mechanics 2685,mechanics 2047,mechanics 2686,mechanics 2073,mechanics 2082,mechanics 2038,mechanics 2060,mechanics 2661,mechanics 2663,mechanics 2664,mechanics 2039,mechanics 2010,mechanics 2003
"Tempus","(3)","(1)","(3)","(3)","(6)",17161,2006,3,5,90,14,2241,6.58127,1.3867,2620,246,104,423,942,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"1001","(4)","(1)","(1)","(2)","(5)",17183,2006,2,4,60,12,15,6.93333,1.4476,5,0,0,1,9,"F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Cineplexity","(2)","(1)","(3)","(5)","(2)",17209,2007,4,10,20,12,260,5.74231,1.58016,371,47,12,43,128,"F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Pantheon","(5)","(1)","(1)","(2)","(2)",17246,2007,2,4,20,12,4,7.5,1.11803,8,0,5,9,0,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Here I Stand","(5)","(1)","(1)","(4)","(7)",17392,2006,2,6,360,12,2313,7.99235,1.71876,3427,71,366,1328,927,"F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Pax Romana","(4)","(1)","(1)","(2)","(7)",17393,2006,2,4,600,12,437,7.2837,1.6152,897,65,89,343,218,"F","F","F","F","F","F","F","F","T","F","F","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"The Burning Blue","(5)","(1)","(1)","(1)","(7)",17394,2006,2,2,300,12,277,7.67087,1.52275,924,36,53,150,180,"F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Blood of Noble Men: The Alamo","(3)","(1)","(1)","(1)","(7)",17464,2006,2,2,120,12,49,6.55408,1.36426,108,9,14,36,34,"F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","T","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Cowboys: The Way of the Gun","(2)","(1)","(1)","(5)","(5)",17465,2007,2,10,60,8,427,6.2055,1.51251,581,51,56,190,250,"F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Vatican: The Board Game","(1)","(1)","(1)","(4)","(5)",17499,2007,2,6,60,12,9,5.11111,2.92288,23,3,4,10,10,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Macadam","(1)","(1)","(1)","(1)","(3)",17848,2006,2,2,30,10,12,5.58333,0.885845,22,0,1,1,10,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Napoleon-s Triumph","(5)","(1)","(1)","(1)","(7)",18098,2007,2,2,180,12,1313,7.99235,1.75691,2276,44,320,971,598,"F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Silk Road","(2)","(1)","(3)","(4)","(5)",18296,2006,3,6,60,12,430,5.92579,1.20652,453,68,12,71,217,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Experiment","(2)","(1)","(3)","(4)","(3)",18297,2006,3,6,30,8,227,6.19753,1.29265,318,21,12,42,99,"F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Battle Beyond Space","(3)","(6)","(3)","(2)","(4)",18400,2012,3,4,45,13,204,6.59588,1.42738,335,28,74,419,115,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Stardust","(2)","(1)","(1)","(2)","(3)",18469,2006,2,4,30,0,6,5.63333,1.09036,17,0,0,2,1,"F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"CON!","(1)","(6)","(1)","(4)","(1)",18601,2012,2,6,15,12,4,4.45,0.779423,5,0,0,0,2,"F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Forged in Fire: The 1862 Peninsula Campaign","(4)","(1)","(1)","(1)","(7)",18724,2006,2,2,180,12,58,7.00655,1.26599,143,5,14,38,50,"F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","T","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Gustav Adolf the Great: With God and Victorious Arms","(5)","(1)","(1)","(1)","(7)",18746,2006,1,2,300,12,192,7.78594,1.11795,743,15,52,82,84,"F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Onward- Christian Soldiers","(3)","(1)","(1)","(5)","(7)",18747,2006,1,7,300,12,212,6.65778,1.72829,684,40,46,115,125,"F","F","T","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Emira","(2)","(1)","(3)","(3)","(7)",18931,2006,3,5,100,12,633,6.02051,1.51135,1147,123,23,80,304,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Dead Money","(1)","(1)","(3)","(4)","(2)",19115,2006,3,6,20,10,146,5.46527,1.3573,314,26,6,18,62,"F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"ElfBall","(5)","(1)","(1)","(1)","(6)",19161,2007,2,2,75,0,66,7.61136,1.88653,115,4,14,40,38,"F","T","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Dragon Lairds","(2)","(1)","(1)","(3)","(5)",19372,2007,2,5,60,10,68,6.18559,1.77025,158,14,12,21,35,"F","T","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Felithian Finance","(4)","(1)","(1)","(4)","(5)",19435,2006,2,6,60,0,9,7.31111,0.952709,4,0,3,3,7,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Soccer Tactics World","(2)","(1)","(1)","(1)","(6)",19464,2006,2,2,90,0,306,6.13438,1.91599,530,59,20,61,143,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Universal Fighting System: Penny Arcade","(1)","(1)","(1)","(1)","(3)",19552,2006,2,2,30,10,56,5.53571,1.723,153,15,3,10,27,"F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"A Victory Lost","(5)","(1)","(1)","(1)","(7)",19622,2006,2,2,360,12,743,7.66483,1.46224,1198,24,153,428,404,"F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"World of Warcraft Trading Card Game","(3)","(1)","(1)","(1)","(2)",19643,2006,2,2,20,12,1366,6.72289,1.56279,2156,190,20,47,462,"F","T","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Battlestar Galactica Collectible Card Game","(2)","(1)","(1)","(1)","(3)",19671,2006,2,2,30,14,135,5.72185,1.63111,324,35,8,18,74,"F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Hordes","(5)","(1)","(1)","(5)","(5)",19679,2006,2,8,60,12,371,7.63883,1.61998,549,24,25,54,99,"F","T","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"The Great Space Race","(3)","(1)","(3)","(4)","(5)",19727,2006,3,6,60,10,289,6.52931,1.62759,404,24,37,116,132,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Shiloh: April 1862","(4)","(3)","(1)","(1)","(7)",19902,2010,2,2,180,12,52,7.20756,1.22907,173,8,22,31,34,"F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Rum & Pirates","(3)","(1)","(1)","(3)","(5)",19948,2006,2,5,60,9,1343,6.4571,1.2808,1752,66,107,263,537,"F","F","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Canal Mania","(4)","(1)","(1)","(3)","(6)",19995,2006,2,5,90,12,1039,6.98806,1.26297,1155,54,80,227,502,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","T","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
"Terra Nova","(3)","(1)","(1)","(2)","(4)",20022,2006,2,4,45,13,1201,6.46056,1.24154,1651,139,36,137,432,"F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
